tr_key,language_code,pluralization_index,text,namespace,built_in
must be accepted,es,0,,,false
"Responses for ""%{title}""",es,0,,,false
%{timezone} your time zone.,es,1,%{timezone} su zona horaria.,,false
Would you like to receive the Luleka newsletters?,es,0,,,false
Something went wrong while processing your claim.,es,0,,,false
Kase,es,1,Caso,,false
appears to be empty,es,1,parece que está vacío,,false
Start your case,es,0,,,false
Add new %{topic} at %{tier},es,0,,,false
"Ask questions, report problems, share ideas, give praise",es,1,"Comparta preguntas, recomendaciones, problemas e ideas",,false
Multiple regions,es,0,,,false
"Responses for ""%{title}""",es,1,"Respuestas para ""%{title}",,false
Notifications,es,1,Notificaciones,,false
Would you like to receive the Luleka newsletters?,es,1,¿Desea recibir los boletines Luleka?,,false
"Sorry, your claim to be employed with ""%{name}"" could not automatically be processed.",es,0,,,false
Jun,es,1,Jun,abbreviated month,false
appears to be invalid,es,1,parece ser inválida,,false
State,es,0,,,false
Add new %{topic} at %{tier},es,1,Agregar nuevo %{topic} a %{tier},,false
Find qualified people in organizations and communities,es,1,Encuentre gente en organizaciones o comunidades,,false
Multiple regions,es,1,Multiples regiones,,false
Review your order for the correct amount of credit you would like to purchase and select a payment method.,es,0,,,false
Change the way you would like to be notified about system events.,es,1,Cambiar la forma en que desea ser notificado acerca de los eventos del sistema.,,false
Write a few words about yourself,es,0,,,false
SSN,es,0,,,false
Jul,es,1,Jul,abbreviated month,false
must be between %{from} and %{to} characters,es,1,debe estar entre %{from} y %{to} caracteres,,false
State,es,1,Provincia,,false
Add Note,es,0,,,false
Meet people that care about you,es,1,Encuentre gente que se interesa por su opinión,,false
Review your order for the correct amount of credit you would like to purchase and select a payment method.,es,1,Revise el monto que desea comprar en su orden y seleccione un método de pago.,,false
Profile URL,es,1,Perfil de URL,,false
Write a few words about yourself,es,1,Escribir unas cuantas palabras acerca de usted,,false
suspended,es,0,,,false
Join Our Beta Program,es,1,Unirse a nuestro programa beta,,false
is empty,es,1,está vacía,,false
State or Region,es,0,,,false
Add Note,es,1,Personalizar invitación,,false
Luleka is a customer satisfaction service that wants to change the way people interact with organizations and communities.,es,1,Luleka es un servicio de satisfacción al cliente y pretende cambiar la manera en que la gente interactua con organizaciones o comunidades.,,false
Reward,es,0,,,false
Change the Web address of your %{profile}.,es,1,Cambiar la dirección Web de su %{profile}.,,false
For security reasons we kindly ask you to repeat your sign in to reduce the risk of your account being abused.,es,0,,,false
you appear as %{name},es,0,,,false
suspended,es,1,suspendido,,false
Jan,es,1,Ene,abbreviated month,false
Popular %{topics},es,1,Popular %{topics},,false
is used already,es,1,ya ha sido utilizado,,false
State or Region,es,1,Provincia o Región,,false
Add note...,es,0,,,false
Is Luleka free?,es,1,¿Es Luleka gratuito?,,false
Sales History,es,0,,,false
Business Contact,es,1,Contacto Comercial,,false
Fixed rewards are provided to all partners or the ones you trust most.,es,0,,,false
"You are following ""%{name}""",es,0,,,false
Tax or Value Added Tax (VAT) applies to items marked with %{star}.,es,0,,,false
It happened at,es,1,Sucedió en,,false
already redeemed,es,1,ya ha sido utilizado,,false
Status,es,0,,,false
Add note...,es,1,Personalizar invitación...,,false
Signing up to Luleka is absolutely free of charge.,es,1,Registrarse en Luleka no tiene costo.,,false
Sales History,es,1,Historial de ventas,,false
%{professional_title} at %{company},es,1,%{professional_title} en %{company},,false
Fixed reward for %{audience} partners,es,0,,,false
"You are following ""%{name}""",es,1,"Usted se encuentra siguiendo a ""%{name}""",,false
Tax or Value Added Tax (VAT) applies to items marked with %{star}.,es,1,El impuesto al valor agregado (IVA) se aplica a los artículos marcados con %{star}.,,false
"It is your responsibility to declare taxable revenues in the country you registered. Your tax information is  never published or shared anywhere, except on invoices to your clients.",es,1,"Es su responsabilidad declarar los ingresos imponibles en el país que se ha registrado. Su información fiscal nunca es publicada o compartida, excepto en las facturas a sus clientes.",,false
shared this idea,es,1,compartir esta idea,,false
already expired,es,1,ya venció,,false
Status,es,1,Estatus,,false
Add one,es,0,,,false
Is Luleka secure?,es,1,¿Es Luleka Seguro?,,false
sales invoice,es,0,,,false
%{partner_membership} expires in %{distance} on %{date},es,1,%{partner_membership} vence en %{distance} el %{date},,false
Free for %{audience},es,0,,,false
You Billing Address is used for all purchases. For Luleka Partners the Billing Address appears on each %{sales_order} and %{sales_invoice}.,es,0,,,false
Thank you for your interest in joining our beta program.,es,0,,,false
Flag?,es,1,¿Marcar?,,false
appears to be someone else,es,1,parece ser otra persona,,false
Subtotal,es,0,,,false
Add one,es,1,Agregar uno,,false
We use 128-bit SSL encryption. For more information see our %{privacy_policy}.,es,1,Utilizamos una encripción SSL 128-bit. Para más información puede leer  %{privacy_policy}.,,false
sales invoice,es,1,factura de venta,,false
transferred,es,1,transferido,,false
"Interests you would like others to know about. Example: _sailing, scuba-diving, reading_",es,0,,,false
You Billing Address is used for all purchases. For Luleka Partners the Billing Address appears on each %{sales_order} and %{sales_invoice}.,es,1,Su dirección de facturación se utiliza para todas sus compras. La dirección de facturación aparece en cada %{sales_order} y %{sales_invoice} para todos los socios de Luleka.,,false
Thank you for your interest in joining our beta program.,es,1,Gracias por su interés en formar parte de nuestro programa beta.,,false
"If we are not able to accept you at this point, we will get back to you once the service is publicly available.",es,1,"Si no podemos aceptarlo en este momento, nos pondremos en contacto con usted una vez que el servicio esté a disposición del público.",,false
This %{type} is useful and clear,es,1,Este %{type} es útil y claro,,false
is invalid,es,1,no es válido,,false
Subtotal,es,1,Subtotal,,false
Add personal note,es,0,,,false
Can I close my account?,es,1,¿Puedo cerrar mi cuenta?,,false
Sales Invoices,es,0,,,false
Please select a deposit method,es,1,"Por favor, seleccione un método de depósito",,false
"Interests you would like others to know about. Example: _sailing, scuba-diving, reading_",es,1,"Sus intereses que le gustaría otros conocieran. Ejemplo: _navegación, buceo, lectura_",,false
Work for ...?,es,0,,,false
"Thanks, we have received your claim to be an employee of ""%{name}"". It may take 1-3 business days to process your request.",es,0,,,false
Feb,es,1,Feb,abbreviated month,false
Click again to undo,es,1,Haga clic de nuevo para deshacer,,false
is not available,es,1,no se encuentra disponible,,false
Tax,es,0,,,false
Add personal note,es,1,Agregar una nota personal,,false
"When you decide to, you can close your account and all related content permanently.",es,1,Usted puede cerrar su cuenta y todo contenido relacionado de forma permanente,,false
Sales Invoices,es,1,Facturas de venta,,false
*%{available}* of *%{balance} is available* to transfer from your Piggy Bank account,es,1,*%{available}* de *%{balance} está disponible para transferir de su monedero,,false
International Settings,es,0,,,false
Work for ...?,es,1,Trabajo para ...?,,false
"Thanks, we have received your claim to be an employee of %{name}. It may take 1-3 business days to process your request.",es,0,,,false
During our private beta phase only a limited number of users can be accepted.,es,1,"Durante nuestra fase beta, sólo un número limitado de usuarios puede ser aceptada.",,false
This %{type} is unclear and not useful,es,1,Este %{type} no está claro y es inutil,,false
Tax,es,1,Impuesto,,false
Add tags,es,0,,,false
Title,es,1,Título,,false
sales order,es,0,,,false
"Select your preferred deposit method, which enables us to transfer your funds immediately.",es,1,Seleccione el método de depósito para permitirnos transferir sus fondos de inmediato.,,false
International Settings,es,1,Ajustes Internacionales ,,false
working as %{title},es,0,,,false
"Thanks, we have received your claim to be an employee of %{name}. It may take 1-3 business days to process your request.",es,1,"Gracias, hemos recibido su pedido de ser considerado un empleado de""%{name}"". Puede tomar 1 a 3 días hábiles procesar su solicitud",,false
Dec,es,1,Dic,abbreviated month,false
%d comment,es,1,%d comentario,,false
Jan [abbreviated month],es,1,,,false
must be selected,es,1,debe ser seleccionado,,false
Add tags,es,1,Agregar tags,,false
Description,es,1,Descripción,,false
sales order,es,1,pedido,,false
"No, the amount is denominated in the currency you selected when you signed up with us. However, your bank may convert the amount to the bank account's currency.",es,1,"No, el importe se expresarán en la divisa seleccionada al registrarse con nosotros. Sin embargo, es posible que su banco convierta el monto a la divisa de su cuenta bancaria.",,false
%{order} Items,es,0,,,false
working as %{title},es,1,trabajo como %{title},,false
The Business Address is the way clients get in touch with Luleka Partners.,es,0,,,false
Beta Program Application,es,1,Aplicación al programa beta,,false
Have same %{type}?,es,1,Tiene mismo %{type}?,,false
%{extensions} files only,es,1,sólo archivos %{extensions} ,,false
Add your %{comment},es,0,,,false
The following errors occured,es,1,Se han producido los siguientes errores,,false
Salutation,es,0,,,false
*%{available}* of *%{balance} is available* to transfer from your Piggy Bank account,es,0,,,false
%{order} Items,es,1,artículos %{order} ,,false
working as %{title} at %{name},es,0,,,false
The Business Address is the way clients get in touch with Luleka Partners.,es,1,Su dirección laboral es la forma en que los clientes pueden ponerse en contacto con Socios de Luleka.,,false
Aug,es,1,Ago,abbreviated month,false
Add %{comment_type} to %{name}'s %{commentable},es,1,Añadir %{comment_type} a %{name} %{commentable},,false
Tax Identification,es,0,,,false
Add your %{comment},es,1,Agregar su %{comment},,false
Try to describe your case as concise as necessary and elaborate as possible.,es,1,Intente describir su caso en forma concisa y completa.,,false
Salutation,es,1,Saludo,,false
"Select your preferred deposit method, which enables us to transfer your funds immediately.",es,0,,,false
%{partner_membership} expires in %{distance} on %{date},es,0,,,false
working at %{name},es,0,,,false
The description of %{type} goes here,es,0,,,false
Apr,es,1,Abr,abbreviated month,false
Post Comment,es,1,Publicar un comentario,,false
Tax Identification,es,1,Clave de Identificación Fiscal,,false
Add your %{type},es,0,,,false
I am %{action} about,es,1,Estoy %{action} sobre,,false
Save,es,0,,,false
Select your preferred payment method to purchase the chosen membership subscription.,es,0,,,false
%{price} (%{unit_price} per %{unit}),es,0,,,false
working at %{name},es,1,trabajo en %{name},,false
The offer cannot be higher than %{max},es,0,,,false
May,es,1,May,abbreviated month,false
No Responses,es,1,Sin respuestas,,false
SSN,es,1,SSN,,false
Post,es,0,,,false
Add your %{type},es,1,Agregar su %{type},,false
reporting a problem,es,1,reportando un problema,,false
Save,es,1,Guardar,,false
Select your preferred payment method to purchase the chosen membership subscription.,es,1,Seleccione su método preferido de pago para adquirir la suscripción elegida.,,false
%{price} (%{unit_price} per %{unit}),es,1,%{price} (%{unit_price} por%{unit}),,false
Why can I change my Profile URL only once?,es,0,,,false
The payment amount is %{payment_amount}.,es,0,,,false
Nov,es,1,Nov,abbreviated month,false
How does it make you feel?,es,1,¿Cómo te hace sentir?,,false
Copyright %{copysym} 2010 Luleka.,es,1,Copyright %{copysym} 2010 Luleka.,,false
Social Security Number,es,1,Número de Seguro Social,,false
Open,es,0,,,false
Add yourself as an employee of %{name},es,0,,,false
asking a question,es,1,haciendo una pregunta,,false
Settings,es,0,,,false
%{product_name} added,es,0,,,false
Why can I change my Profile URL only once?,es,1,¿Por qué puedo cambiar mi perfil de URL sólo una vez?,,false
The payment amount is %{payment_amount}.,es,1,El importe del pago es %{payment_amount}.,,false
Oct,es,1,Oct,abbreviated month,false
Post Reply,es,1,Publicar respuesta,,false
order,es,0,orden,,false
Add yourself as an employee of %{name},es,1,Agregarme como empleado de %{name},,false
giving praise,es,1,haciendo una recomendación,,false
Settings,es,1,Configuración,,false
%{product_name} added,es,1,%{product_name} incluido,,false
Which %{org} product or service is it about?,es,0,,,false
The payment will be due.,es,0,,,false
Order History,es,1,Historial de pedidos,,false
"Work for ""%{name}""?",es,1,"Trabajo para ""%{name}""?",,false
Employer Identification Number,es,1,Número de Identificación Patronal,,false
order,es,1,ordenar,,false
added %{time} ago,es,0,,,false
sharing an idea,es,1,compartiendo una idea,,false
Search,es,0,,,false
Share some of your interests with us,es,0,,,false
%{professional_title} at %{company},es,0,,,false
Which %{org} product or service is it about?,es,1,¿Sobre cuál de los productos o servicios de %{org} se trata?,,false
The payment will be due.,es,1,El pago será exigible.,,false
Personal Blog,es,1,Blog personal,,false
Email to a friend,es,1,Enviar a un amigo,,false
"Publish your comment for case ""%{title}""",es,1,,,false
Orders,es,0,,,false
added %{time} ago,es,1,agregado hace %{time} ,,false
undecided...,es,1,indeciso...,,false
security deposit,es,0,,,false
Share some of your interests with us,es,1,Comparta algunos de sus intereses con nosotros,,false
%{sign_up} for a Twitter account,es,0,,,false
When will my employee status be activated?,es,0,,,false
The Profile %{url} is the Web address to a profile page on Luleka.,es,0,,,false
Sep,es,1,Sep,abbreviated month,false
Twitter this,es,1,enviar por Twitter,,false
Individual Tax Identification Number,es,1,Número Individual de Identificación Fiscal,,false
Orders,es,1,Órdenes,,false
Additional Info,es,0,,,false
Preview,es,1,Vista Previa,,false
see more,es,0,,,false
Shared Contacts,es,0,,,false
%{sign_up} for a Twitter account,es,1,%{sign_up} para una cuenta de Twitter,,false
When will my employee status be activated?,es,1,¿Cuándo se me activará como empleado?,,false
The Profile %{url} is the Web address to a profile page on Luleka.,es,1,El perfil %{url} es la dirección Web a una página de perfil de Luleka.,,false
Mar,es,1,Mar,abbreviated month,false
Share on Facebook,es,1,Compartir en Facebook,,false
activation (%{sender_email}) does not match your email (%{registration_email}),es,1,,,false
Euro,es,1,Euro,,false
organization,es,0,,,false
Additional Info,es,1,Información adicional,,false
Close,es,1,Cerrar,,false
Select %{types},es,0,,,false
Shared Contacts,es,1,Contactos compartidos,,false
%{status} %{type} with %{offer},es,0,,,false
"When other Luleka Partners invite you to become a friend, they can include a voucher for you to receive a free Partner Membership.",es,0,,,false
The total transfer amount was %{gross_amount} and a transaction fee of %{fee} was charged.,es,0,,,false
Follow this %{type},es,1,Siga este %{type},,false
Reply,es,1,,,false
Dollar,es,1,Dolar,,false
organization,es,1,organización,,false
address,es,0,,,false
Select %{types},es,1,Seleccionar %{types},,false
Select an amount,es,0,,,false
"No, the amount is denominated in the currency you selected when you signed up with us. However, your bank may convert the amount to the bank account's currency.",es,0,,,false
%{status} %{type} with %{offer},es,1,%{status} %{type} con %{offer},,false
"When other Luleka Partners invite you to become a friend, they can choose to include a voucher for you.",es,0,,,false
The URL of %{type} on Luleka will be,es,0,,,false
Be courteous and thoughtful. Do not post your case that people may find insulting.,es,1,Sea cortés y considerado. No publique un caso que las personas pueden encontrar insultante.,,false
Follow,es,1,Seguir,,false
activation () does not match your email (marianasaiz@yahoo.com.ar),es,1,,,false
British Pound,es,1,Libra Británica,,false
Organizations,es,0,,,false
address,es,1,dirección,,false
praise,es,1,elogio,,false
Select an amount,es,1,Seleccione una cantidad,,false
%{timezone} your time zone.,es,0,,,false
"When other Luleka Partners invite you to become a friend, they can choose to include a voucher for you.",es,1,"Cuando un socio de Luleka lo invita a convertirse en su amigo, pueden optar por incluir un vale para usted.",,false
The URL of %{type} on Luleka will be,es,1,La dirección URL de la %{type} en Luleka será,,false
Be specific and clear. It's difficult to provide a great response to a vaguely formulated case.,es,1,Sea específico y claro. Es difícil dar una buena respuesta a un caso mal formulado.,,false
%{votes} on this %{type},es,1,%{votes} en esta %{type},,false
Existing Problems in the Community,es,1,,,false
", ",es,1,,to_sentence,false
paid,es,0,,,false
After expiry your %{membership} is not automatically renewed.,es,0,,,false
"Describe your case in a few paragraphs. Some HTML is allowed and use easy text decoration with * *bold* * or _ _italics_ _,  %{see_more}",es,1,"Describa su caso en unos pocos párrafos. Se puede utilizar HTML y texto de fácil decoración  con * * negrita * o _ _italics__, %{see_more}",,false
Select an amount to proceed.,es,0,,,false
%{topics_count} supported,es,0,,,false
What is a Personal Address?,es,0,,,false
The URL to your profile on Luleka is,es,0,,,false
Change if it did not happen %{time} ago,es,1,Cambio si no ha ocurrido hace %{time},,false
%{replies} made,es,1,%{replies} dadas,,false
 and ,es,1,y ,to_sentence,false
paid,es,1,pagado,,false
After expiry your %{membership} is not automatically renewed.,es,1,Una vez vencida su %{membership} no se renueva automáticamente.,,false
see more,es,1,seguir buscando,,false
Select an amount to proceed.,es,1,Seleccione un monto para continuar.,,false
%{topics_count} supported,es,1,respalda %{topics_count} ,,false
What is a Personal Address?,es,1,¿Qué es una dirección personal?,,false
The URL to your profile on Luleka is,es,1,La URL de tu perfil en Luleka es,,false
Offering a monetary reward can help you get a more accurate response. Consider what you are willing to pay for a well researched response.,es,1,Ofreciendo una recompensa monetaria puede obtener una respuesta más precisa. Considere lo que usted está dispuesto a pagar por ella.,,false
%{people} participating,es,1,%{people} participando,,false
", and ",es,1,", y",to_sentence,false
partner,es,0,,,false
"After you have successfully confirmed your account, you will be asked to sign in, then you  continue to edit your profile.",es,0,,,false
Change language from %{language},es,1,Estoy escribiendo en %{language},,false
Select an amount.,es,0,,,false
%{topic} available in,es,0,,,false
What is a Business Address?,es,0,,,false
Then can you proceed to %{signup},es,0,,,false
Select the date and time when the incident occurred according to %{time_zone} time.,es,1,Seleccione la fecha y la hora en que ha ocurrido el incidente de acuerdo con su zona horaria: %{time_zone}. ,,false
%d person,es,2,,,false
exceeds %{size} image size,es,1,supera el tamaño de imagen de %{size},,false
partners,es,0,,,false
"After you have successfully confirmed your account, you will be asked to sign in, then you  continue to edit your profile.",es,1,"Una vez confirmada su cuenta, debe ingresar y podrá editar su perfil.",,false
The language I use is %{select},es,1,Estoy escribiendo en %{select},,false
Select an amount.,es,1,Seleccione un monto.,,false
%{topic} available in,es,1,%{topic} disponible en,,false
What is a Business Address?,es,1,¿Qué es una dirección comercial?,,false
Then can you proceed to %{signup},es,1,Luego se puede proceder a %{signup},,false
This is something that can't be changed later.,es,1,Esto no se puede cambiar después.,,false
%{employees} helping,es,1,%{employees} ayudando,,false
must be between %{min} and %{max},es,1,debe estar entre %{min} y %{max},,false
Password,es,0,,,false
agency,es,0,,,false
Details,es,1,Detalles,,false
Select continue to guide you through the process,es,0,,,false
%{topic} Name,es,0,,,false
What is a Billing Address?,es,0,,,false
Personalize Account,es,1,Personalizar su cuenta,,false
%d employee,es,2,,,false
cannot be higher than %{max},es,1,no puede ser superior a %{max},,false
Password,es,1,Contraseña,,false
agency,es,1,agencia,,false
This section is important to increase the likelihood of your case getting noticed.,es,1,Esta sección es muy importante para que su caso tenga mayor oportunidad de ser seleccionado.,,false
Select continue to guide you through the process,es,1,¿Desea ser guiado a lo largo del proceso?,,false
%{topic} Name,es,1,Nombre de %{topic} ,,false
What is a Billing Address?,es,1,¿Qué es una dirección de facturación?,,false
Ms,es,1,,salutation,false
%{followers} watching,es,1,%{followers} observando,,false
must be within %{min} and %{max} days from now,es,1,debe ser entre %{min} o {max} días desde hoy,,false
Pay and Continue,es,0,,,false
All users must create an account before they can post.,es,0,,,false
It makes me feel?,es,1,¿Me hace sentir?,,false
Select free if you don't want to offer any monetary reward for this case to be solved.,es,0,,,false
%{type} description,es,0,,,false
What if I don't provide my tax information?,es,0,,,false
%{role} at %{employer},es,1,%{role} en %{employer},,false
%d follower,es,2,%d seguidor,,false
"%{invitee_name},

I would like to invite you to join my network on Luleka.

-%{invitor_name}",es,1,"%{invitee_name}, me gustaría invitarte a unirte a mi red en Luleka. -%{invitor_name}",,false
Pay and Continue,es,1,Pagar y Continuar,,false
All users must create an account before they can post.,es,1,Todo usuario debe crear una cuenta antes de publicar un caso.,,false
The way you feel about the case will determine the severity of it.,es,1,Mis sentimientos sobre este caso podrían determinar la seriedad del mismo.,,false
Select products or services you work on,es,0,,,false
%{type} description,es,1,descripción de %{type},,false
What if I don't provide my tax information?,es,1,¿Qué sucede si no proporciono mi información fiscal?,,false
%{visitors} seen,es,1,%{visitors} han visto esta página,,false
Cannot invite yourself,es,1,No puede invitarse a si mismo,,false
Payment,es,0,,,false
%{case_count} cases posted and %{response_count} responses received,es,0,,,false
You have selected:,es,1,Usted ha sido seleccionado:,,false
"%{current_quota} responses available for this month, your current monthly quota is %{default_quota}.",es,0,,,false
Select products or services you work on,es,1,Seleccione los productos o servicios en los que usted trabaja,,false
%{type} from %{consignor} for %{description} (%{obfuscated_code}),es,0,,,false
"What do you do at %{name}? E.g. _Customer Service Rep, Product Manager, CEO etc._",es,0,,,false
Already a contact,es,1,Ya es un contacto,,false
Payment,es,1,Pago,,false
%{case_count} cases posted and %{response_count} responses received,es,1,%{case_count} casos publicados y %{response_count} respuestas recibidas,,false
"Assign meaningful tags, e.g. _%{example}_",es,1,"Escriba palabras relacionadas a su caso, por ejemplo _%{example}_",,false
"%{current_quota} responses available for this month, your current monthly quota is %{default_quota}.",es,1,"%{current_quota} respuestas disponibles para este mes, su actual cuota mensual es %{default_quota}.",,false
Select the amount of funds you would like to transfer from your Piggy Bank account.,es,0,,,false
%{type} Image,es,0,,,false
"What do you do at %{name}? E.g. _Customer Service Rep, Product Manager, CEO etc._",es,1,"¿Qué hace en %{name}? Por ejemplo, _Representante de Atención al Cliente, jefe de Producto, Director General, etc._",,false
Luleka requires a browser feature called <strong>JavaScript</strong>. All modern browsers support JavaScript. You probably just need to change a setting in order to turn it on.,es,1,"Luleka requiere un <strong>JavaScript</strong>. Todos los navegadores soporta JavaScript. Probablemente, sólo debe realizar un ajuste, a fin de activarlo.",,false
Participants,es,1,Participantes,,false
has already been invited,es,1,ya ha sido invitado,,false
Paypal Account,es,0,,,false
%{contacts} contacts,es,0,,,false
rent,es,1,inquilino,,false
%{field} available,es,0,,,false
Select the amount of funds you would like to transfer from your Piggy Bank account.,es,1,Seleccione la cantidad de dinero que usted desea transferir desde su monedero.,,false
%{type} Image,es,1,Imagen %{type},,false
Web Address,es,0,,,false
Start Case,es,1,Iniciar Caso,,false
Matches,es,1,Coincidencias,,false
%{invitee_name} has already been invited,es,1,%{invitee_name} ya ha sido invitado,,false
Paypal Account,es,1,Cuenta de Paypal,,false
%{contacts} contacts,es,1,%{contacts} contactos,,false
security deposit,es,1,garantía,,false
Resend,es,0,,,false
%{field} available,es,1,%{field} disponible,,false
Select the option that best matches your professional employment status.,es,0,,,false
%{type} is operating,es,0,,,false
Web Address,es,1,Dirección web,,false
My Cases,es,1,Mis Casos,,false
Questions,es,1,Preguntas,,false
No more vouchers left to send,es,1,No tiene más cupones para enviar,,false
People,es,0,,,false
"Congratulations, your case was posted!",es,0,,,false
Is it about an organization or company?,es,1,¿Se refiere a una organización o a una empresa?,,false
Resend,es,1,Reenviar,,false
%{invitee_name} has already been invited,es,0,,,false
Select the option that best matches your professional employment status.,es,1,Seleccione la opción que mejor se adapte a su situación laboral.,,false
%{type} is operating,es,1,%{type} está operando,,false
"We will verify your account now. Please, click on activate account below.",es,0,,,false
Active Cases,es,1,Casos activos,,false
"This is the official Web Address (URL) for this %{type}, e.g. _%{url}_",es,1,"Esta es la web oficial (URL) para este %{type}, por ejemplo _%{url}_",,false
Ideas,es,1,Ideas,,false
cannot be given to existing or previous Partners,es,1,no se puede dar a Socios actuales o anteriores,,false
people like you,es,0,,,false
"Congratulations, your case was posted!",es,1,"¡Felicitaciones, su caso ha sido publicado!",,false
Reset,es,1,Restablecer,,false
response,es,0,,,false
"%{invitee_name},

I would like to invite you to join my network on Luleka.

-%{invitor_name}",es,0,,,false
Your friend receives a %{voucher} when the invitation is accepted. You have %{quota} left to send.,es,0,,,false
%{type} Logo,es,0,,,false
"We will verify your account now. Please, click on activate account below.",es,1,"Vamos a verificar su cuenta ahora. Por favor, haga clic en activar la cuenta.",,false
Open Cases,es,1,Abrir Casos,,false
"This will be published on your profile. You can format your text with markdown *bold*, _underline_, etc.",es,1,"Este será publicado en tu perfil. Puede dar formato a su texto con markdown *bold*, _underline_, etc.",,false
Problems,es,1,Problemas,,false
is required,es,1,se requiere,,false
people like you,es,1,gente como usted,,false
Notify me of comments on content I have posted?,es,0,,,false
Cancel,es,1,Cancelar,,false
response,es,1,respuesta,,false
"%{invitee_name},<br/><br/>I would like to invite you to join my network on Luleka.<br/><br/>-%{invitor_name}",es,0,,,false
Your Image,es,0,,,false
%{type} Logo,es,1,Logotipo de %{type} ,,false
Popular Cases,es,1,Casos populares,,false
under consideration,es,1,bajo consideración,,false
not a valid email address,es,1,no es una dirección válida de correo electrónico,,false
Person,es,0,,,false
Notify me of comments on content I have posted?,es,1,¿Notificarme sobre comentarios de contenido publicado por mi?,,false
Start by typing an organization or company name.,es,1,Escriba el nombre de la empresa o la organización.,,false
Reset,es,0,,,false
%{kases} powered by %{people},es,0,,,false
Your Image,es,1,Su Imagen,,false
%{type} name,es,0,,,false
Back to All Cases,es,1,Volver a todos los casos,,false
completed,es,1,terminado,,false
works for new Partners only,es,1,funciona sólo para Socios nuevos,,false
Person,es,1,Persona,,false
Notify me on answers I am posting?,es,0,,,false
Which organization or company is it about?,es,1,¿De qué organización o empresa se trata?,,false
Resend Confirmation,es,0,,,false
%{kases} powered by %{people},es,1,%{kases} impulsado por %{people},,false
Your invitation to %{name},es,0,,,false
%{type} name,es,1,Nombre de %{type},,false
Upgrade,es,0,,,false
My Profile,es,1,Mi Perfil,,false
not planned,es,1,no previsto,,false
must be positive,es,1,debe ser positivo,,false
Paypal transfer by %{name} using Paypal account %{account},es,0,,,false
Notify me on answers I am posting?,es,1,¿Notificarme sobre respuestas que he publicado?,,false
Which product or service is it about?,es,1,¿De qué producto o servicio se trata?,,false
Resend Confirmation,es,1,Restablecer Confirmación,,false
%{language} is your default language,es,0,,,false
Your invitation to %{name},es,1,Su invitación para %{name},,false
&mdash; Or &mdash;,es,0,,,false
Upgrade,es,1,Upgrade,,false
Pending Contacts,es,1,Contactos Pendientes,,false
share new,es,1,Comparte una Nueva,,false
must be at least %{amount},es,1,debe ser de por lo menos %{amount},,false
personal address,es,0,,,false
Notify me on answers of cases I have posted?,es,0,,,false
Does it focus around a specific location?,es,1,¿Se centra en algún lugar geográfico?,,false
Request Clarification,es,0,,,false
%{language} is your default language,es,1,%{language} es su idioma por defecto,,false
Your Luleka Team,es,0,,,false
&mdash; Or &mdash;,es,1,&mdash; O &mdash;,,false
Invite Friends,es,1,Invitar Amigos,,false
This will close your Luleka account. All of your personal information and all the content you have posted will be removed.,es,1,Esto cerrará su cuenta con Luleka. Toda su información personal y todo el contenido que has publicado serán removidos.,,false
cannot be larger than %{amount},es,1,no puede ser mayor que %{amount},,false
personal address,es,1,dirección personal,,false
Notify me on answers of cases I have posted?,es,1,¿Notificarme sobre respuestas a casos que he publicado?,,false
Location or Address,es,1,Lugar o Dirección,,false
Request Clarification,es,1,Solicite una clarificación,,false
%{member} since %{time} ago,es,0,,,false
Your Luleka Team,es,1,El equipo de Luleka,,false
A central hub for any of your cases,es,0,,,false
Find People,es,1,Encontrar Personas,,false
thousands of people,es,1,miles de personas,,false
of %{transfer_amount} exceeds your available account balance of %{available_balance},es,1,el monto a transferir de %{transfer_amount} supera el saldo de la cuenta %{available_balance},,false
Personal Information,es,0,,,false
Notify me on changes to my case?,es,0,,,false
"Start by typing the address or set and drag the marker to choose a specific location, e.g. %{city}, %{address}, %{location}",es,1,"Escriba la dirección o seleccione un lugar con el marcador, por ejemplo %{city}, %{address}, %{location}",,false
reported,es,0,,,false
%{member} since %{time} ago,es,1,%{member} desde hace %{time},,false
Your new password is active,es,0,,,false
A central hub for any of your cases,es,1,Es un entorno de discusión para cualquiera de sus casos.,,false
Supported %{type},es,1,Apoyado %{type},,false
Site Name,es,1,Nombre del sitio,,false
I am %{select} and feel,es,1,,,false
Luleka transfer from %{name},es,1,Transferencia de %{name},,false
Personal Information,es,1,Información Personal,,false
Notify me on changes to my case?,es,1,¿Notificarme de cualquier cambio de mi caso?,,false
This location has been recorded.,es,1,Esta ubicación se ha registrado.,,false
reported,es,1,reportado,,false
%{name} %{verb} this %{type} %{time} ago,es,0,,,false
Your new password is active,es,1,Su nueva contraseña se encuentra activa,,false
A valid Tax ID is a %{tax_names}.,es,0,,,false
Add a description no longer than %{count} characters in length.,es,1,Añadir una descripción de no más de %{count} caracteres de longitud.,,false
Pricing,es,1,Tarifas,,false
%{net_amount} was transferred from %{name} at Luleka to Paypal account %{account} on %{date}.,es,1,%{net_amount} fue trasladado de %{name} a la cuenta %{account} de Paypal el %{date}.,,false
Personal Contact,es,0,,,false
Notify me on updates when I am following a profile or case? ,es,0,,,false
Fixed Price,es,1,Precio fijo,,false
Reply to this problem,es,0,,,false
